Pot,Cur
0.18475,13.55739561
0.17971,13.51295117
0.1746,13.43750885
0.16951,13.37523001
0.1647,13.29992923
0.15967,13.19490446
0.15444,13.10714791
0.14945,13.05874027
0.14437,12.95923567
0.1394,12.85406936
0.13449,12.67430998
0.12968,12.58301486
0.12472,12.39858457
0.1195,12.29101203
0.1146,12.03467799
0.10963,11.85038924
0.10473,11.58457183
0.09968,11.26978061
0.09467,10.91196037
0.08974,10.52215145
0.08445,10.02420382
0.07955,9.475159236
0.07454,8.815286624
0.06962,8.081811748
0.06464,7.200707714
0.05952,6.145789101
0.05451,5.079830149
0.04976,3.774097665
0.04504,2.35428167
0.0402,0.779929229
0.03522,-0.957268224
0.03037,-3.10502477
0.02544,-5.411748054
0.02046,-7.924274593
0.01509,-10.49879689
0.00998,-13.05534324
0.00496,-15.43241331
-0.00037,-17.68577495
-0.00563,-19.38995046
-0.01111,-20.65392781
-0.01616,-21.70700637
-0.0211,-22.32696391
-0.02636,-22.64260439
-0.0314,-22.83793347
-0.0365,-22.76716207
-0.04144,-22.492569
-0.04651,-22.08067941
-0.05146,-21.60368011
-0.05637,-21.06723284
-0.06134,-20.40481246
-0.06639,-19.80325548
-0.07129,-19.00920028
-0.07623,-18.28874735
-0.08135,-17.4069356
-0.08623,-16.69072895
-0.09126,-15.94055202
-0.09609,-15.29087049
-0.10123,-14.66242038
-0.10612,-14.07289455
-0.11087,-13.46185421
-0.11594,-13.04401982
-0.12104,-12.67416844
-0.12596,-12.39731069
-0.13094,-12.15428167
-0.13598,-12.05166313
-0.14089,-12.04784147
-0.14592,-12.13658882
-0.15068,-12.41528662
-0.15588,-12.86043878
-0.16083,-13.37423921
-0.16579,-14.10856334
-0.17099,-14.93135173
-0.17591,-15.97876858
-0.18091,-17.1960368
-0.18602,-18.40481246
-0.19096,-19.80750177
-0.19587,-21.22292994
-0.20096,-22.54210899
-0.20602,-23.73673036
-0.21099,-25.06581741
-0.21607,-25.97735315
-0.22111,-26.6581741
-0.22602,-27.40127389
-0.2312,-27.9348903
-0.23646,-28.14720453
-0.24132,-28.21514508
-0.24633,-28.19957537
-0.25124,-28.10474168
-0.25617,-27.7891012
-0.26115,-27.4522293
-0.26626,-27.01203114
-0.27123,-26.49115357
-0.27613,-25.94762916
-0.28114,-25.32484076
-0.28616,-24.70488323
-0.29131,-23.99433829
-0.29622,-23.33333333
-0.30129,-22.70488323
-0.30622,-22.0651097
-0.31104,-21.42675159
-0.316079,-20.83227176
-0.320951,-20.23920736
-0.326156,-19.63765039
-0.330868,-19.14791224
-0.335868,-18.61854211
-0.340669,-18.19957537
-0.345792,-17.74946921
-0.350636,-17.33474876
-0.355813,-16.9497523
-0.360615,-16.59872611
-0.36548,-16.24345364
-0.370666,-15.88393489
-0.375404,-15.63906582
-0.380433,-15.3418259
-0.385468,-15.06864827
-0.390383,-14.79688606
-0.39484,-14.57607926
-0.3997634,-14.33545648
-0.4046788,-14.08676575
-0.4096441,-13.90785563
-0.4146338,-13.70516631
-0.419636,-13.46737438
-0.42466,-13.30233546
-0.429886,-13.16716207
-0.434797,-12.95300778
-0.439885,-12.78400566
-0.444668,-12.60806794
-0.449835,-12.44798301
-0.454823,-12.32271762
-0.46001,-12.14508139
-0.46489,-12.03397028
-0.469882,-11.897523
-0.47495,-11.77664544
-0.479969,-11.63609342
-0.484965,-11.5398443
-0.489924,-11.38697806
-0.495076,-11.27487615
-0.499956,-11.15017693
-0.504926,-11.07062987
-0.50998,-10.99660297
-0.51515,-10.83397028
-0.51999,-10.78825195
-0.52497,-10.62774239
-0.53002,-10.61330502
-0.53487,-10.47487615
-0.54008,-10.38768577
-0.54499,-10.26072187
-0.55004,-10.18386412
-0.55507,-10.10672328
-0.56003,-10.00580326
-0.56516,-9.899646143
-0.56993,-9.868506723
-0.57497,-9.779476292
-0.57997,-9.664968153
-0.585,-9.58895966
-0.59012,-9.55527247
-0.59476,-9.496815287
-0.59997,-9.353149328
-0.60505,-9.323566879
-0.60999,-9.253078556
-0.61521,-9.160368011
-0.62017,-9.106864827
-0.62521,-9.029016277
-0.63026,-8.983014862
-0.63548,-8.889171975
-0.64045,-8.851804671
-0.64524,-8.808351026
-0.65027,-8.736305732
-0.6552,-8.692569002
-0.66019,-8.569143666
-0.66524,-8.527530078
-0.67026,-8.520028309
-0.67533,-8.426468507
-0.68017,-8.441896674
-0.68532,-8.302335456
-0.69044,-8.261571125
-0.69533,-8.226326964
-0.70033,-8.224486907
-0.70535,-8.157961783
-0.7106,-8.074593064
-0.71558,-8.029016277
-0.72051,-8.011181883
-0.72566,-7.956687898
-0.73044,-7.925548478
-0.73558,-7.900920028
-0.74055,-7.840339703
-0.7455,-7.810332626
-0.75073,-7.731210191
-0.75565,-7.686907289
-0.76057,-7.692002831
-0.76556,-7.668648266
-0.77052,-7.561358811
-0.77566,-7.604387827
-0.78044,-7.566595895
-0.78565,-7.520452937
-0.79045,-7.446567587
-0.79543,-7.435385704
-0.80058,-7.417975938
-0.80571,-7.371408351
-0.81071,-7.363765039
-0.81585,-7.312526539
-0.82083,-7.315640481
-0.82588,-7.232837933
-0.83086,-7.20552017
-0.83592,-7.21457891
-0.84094,-7.16985138
-0.84596,-7.12866242
-0.85089,-7.145364473
-0.85585,-7.090021231
-0.86081,-7.09143666
-0.86585,-7.056334041
-0.87081,-6.980467091
-0.87584,-6.9990092
-0.88075,-6.95980184
-0.88585,-6.916772824
-0.89085,-6.884217976
-0.89591,-6.843312102
-0.90084,-6.863694268
-0.90581,-6.80552017
-0.91078,-6.785987261
-0.91579,-6.773248408
-0.92075,-6.735314933
-0.92582,-6.727105449
-0.93088,-6.691012031
-0.93583,-6.639631989
-0.94088,-6.680962491
-0.94584,-6.619391366
-0.95087,-6.560368011
-0.95581,-6.574946921
-0.96077,-6.544798301
-0.96591,-6.567586695
-0.97085,-6.515498938
-0.97573,-6.523425336
-0.98067,-6.48846426
-0.98577,-6.424062279
-0.99084,-6.420382166
-0.99562,-6.399292286
-1.00061,-6.403397028
-1.00556,-6.3487615
-1.01049,-6.350884643
-1.01535,-6.317197452
-1.02025,-6.323283793
-1.02538,-6.274734607
-1.03047,-6.263977353
-1.03549,-6.239631989
-1.0405,-6.218400566
-1.04547,-6.207643312
-1.05041,-6.190092003
-1.05545,-6.20552017
-1.06053,-6.191365888
-1.06539,-6.210757254
-1.0705,-6.176079264
-1.07554,-6.131917905
-1.08065,-6.134748762
-1.08568,-6.078839349
-1.09066,-6.127954706
-1.09567,-6.041755131
-1.10055,-6.076008493
-1.10555,-6.03665959
-1.11055,-6.016843595
-1.11566,-6.058032555
-1.12046,-6.091861288
-1.12566,-6.044161359
-1.13061,-6.067232838
-1.13559,-6.057466384
-1.14053,-6.050672328
-1.14553,-6.03920736
-1.15063,-6.023213022
-1.15571,-6.027034678
-1.16055,-6.065534324
-1.16555,-6.006086341
-1.17056,-6.038641189
-1.17567,-6.034819533
-1.18062,-6.075725407
-1.18546,-6.073602265
-1.1906,-6.091719745
-1.19554,-6.126822364
-1.20076,-6.115923567
-1.20542,-6.143949045
-1.21062,-6.10502477
-1.21542,-6.130502477
-1.22042,-6.152158528
-1.22561,-6.143665959
-1.23049,-6.210898797
-1.23549,-6.2
-1.24054,-6.204246285
-1.24543,-6.203113942
-1.25032,-6.271054494
-1.25537,-6.206935598
-1.26036,-6.210757254
-1.26519,-6.243453645
-1.2703,-6.237933475
-1.27522,-6.252087757
-1.28033,-6.21104034
-1.28537,-6.266949752
-1.29056,-6.241330502
-1.29536,-6.272894551
-1.30026,-6.292710545
-1.30526,-6.290304317
-1.31026,-6.3004954
-1.3154,-6.311394197
-1.32037,-6.343665959
-1.32544,-6.323142251
-1.33047,-6.357395612
-1.33541,-6.355555556
-1.34046,-6.397169144
-1.34557,-6.378060863
-1.3506,-6.404670913
-1.35563,-6.458032555
-1.36054,-6.448690729
-1.36574,-6.492285916
-1.37077,-6.52512385
-1.3757,-6.533616419
-1.38083,-6.534607219
-1.38579,-6.599433829
-1.39088,-6.653361642
-1.39569,-6.682094834
-1.40073,-6.644161359
-1.40569,-6.749186129
-1.41095,-6.714791224
-1.41575,-6.826468507
-1.42085,-6.839065817
-1.42585,-6.862845011
-1.43095,-6.925831564
-1.43575,-7.017126681
-1.44085,-7.069497523
-1.44565,-7.147062987
-1.45085,-7.146779901
-1.45585,-7.220665251
-1.46085,-7.277282378
-1.46575,-7.335598018
-1.47075,-7.386978061
-1.47585,-7.47487615
-1.48065,-7.529228592
-1.48585,-7.599150743
-1.49055,-7.674309979
-1.49575,-7.696956829
-1.50065,-7.866949752
-1.50565,-7.93163482
-1.51075,-8.003963199
-1.51555,-8.150884643
-1.52095,-8.216418967
-1.52605,-8.312243454
-1.53095,-8.408492569
-1.53585,-8.537438075
-1.54105,-8.592498231
-1.54605,-8.728520878
-1.55105,-8.857749469
-1.55615,-8.874026893
-1.56105,-9.018117481
-1.56615,-9.160651097
-1.57125,-9.254918613
-1.57615,-9.32965322
-1.58135,-9.478556263
-1.58625,-9.598018401
-1.59135,-9.609907997
-1.59635,-9.794904459
-1.60135,-9.885774947
-1.60635,-10.02859165
-1.61135,-10.11464968
-1.61625,-10.23453645
-1.62145,-10.30134466
-1.62645,-10.37891012
-1.63145,-10.55215853
-1.63665,-10.60339703
-1.64155,-10.73673036
-1.64655,-10.83581033
-1.65165,-10.95640481
-1.65655,-11.03963199
-1.66145,-11.12653928
-1.66685,-11.21641897
-1.67175,-11.30488323
-1.67665,-11.44571833
-1.68175,-11.56886058
-1.68665,-11.62675159
-1.69175,-11.74621373
-1.69675,-11.87317764
-1.70175,-12.00141543
-1.70665,-12.14607219
-1.71175,-12.27954706
-1.71685,-12.37480538
-1.72185,-12.49101203
-1.72695,-12.62915782
-1.73195,-12.79348903
-1.73675,-12.97409766
-1.74195,-13.05364473
-1.74665,-13.1930644
-1.75165,-13.38343949
-1.75655,-13.54394904
-1.76155,-13.77353149
-1.76645,-13.97211607
-1.77155,-14.14423213
-1.77645,-14.38216561
-1.78125,-14.55484784
-1.78635,-14.82094834
-1.79165,-15.0502477
-1.79635,-15.31776362
-1.80155,-15.56970984
-1.80655,-15.84147205
-1.81165,-16.08917197
-1.81645,-16.35527247
-1.82155,-16.58740269
-1.82665,-16.84784147
-1.83175,-17.06440198
-1.83665,-17.26397735
-1.84175,-17.42816702
-1.84685,-17.48195329
-1.85175,-17.55980184
-1.85665,-17.63057325
-1.86185,-17.55555556
-1.86685,-17.48478415
-1.87185,-17.43241331
-1.87685,-17.25548478
-1.88185,-17.0955414
-1.88685,-16.95824487
-1.89175,-16.81670205
-1.89675,-16.66242038
-1.90175,-16.47416844
-1.90685,-16.39348903
-1.91175,-16.32271762
-1.91675,-16.27176221
-1.92175,-16.29582449
-1.92675,-16.30290163
-1.93175,-16.4019816
-1.93695,-16.53078556
-1.94195,-16.66242038
-1.94665,-16.8039632
-1.95195,-16.92002831
-1.95685,-17.03467799
-1.96195,-17.13375796
-1.96715,-17.20877565
-1.97185,-17.28803963
-1.97695,-17.43949045
-1.98185,-17.63906582
-1.98695,-17.84854919
-1.99215,-18.14861996
-1.99705,-18.49398443
-2.00205,-19.004954
-2.00705,-19.49044586
-2.01215,-20.14154282
-2.01695,-21.03609342
-2.02205,-21.97027601
-2.02725,-23.04175513
-2.03215,-24.38924275
-2.03705,-25.91082803
-2.04195,-27.54989384
-2.04705,-29.42108988
-2.05215,-31.53857042
-2.05705,-33.49893843
-2.06245,-35.48053786
-2.06735,-37.57254069
-2.07235,-39.50601557
-2.07745,-41.1408351
-2.08255,-42.6383581
-2.08745,-44.1358811
-2.09245,-45.42675159
-2.09765,-46.32554848
-2.10255,-47.23425336
-2.10755,-48.01273885
-2.11265,-48.69922151
-2.11755,-49.25406936
-2.12255,-49.67445152
-2.12765,-50.03255485
-2.13265,-50.34819533
-2.13765,-50.47133758
-2.14255,-50.63411182
-2.14755,-50.7841472
-2.15265,-50.84076433
-2.15775,-50.82661005
-2.16285,-50.80679406
-2.16785,-50.68931352
-2.17275,-50.6836518
-2.17765,-50.62703468
-2.18275,-50.52229299
-2.18765,-50.46850672
-2.19265,-50.4019816
-2.19775,-50.30007077
-2.20265,-50.19391366
-2.20755,-50.17834395
-2.21265,-50.15852795
-2.21755,-50.13021939
-2.22265,-50.11181883
-2.22745,-50.19815994
-2.23255,-50.28591649
-2.23745,-50.38641189
-2.24235,-50.61146497
-2.24725,-50.77707006
-2.25235,-51.00778485
-2.25735,-51.2158528
-2.26225,-51.517339
-2.26725,-51.81174805
-2.27215,-52.21231423
-2.27725,-52.56050955
-2.28215,-52.95258316
-2.28725,-53.31210191
-2.29225,-53.70134466
-2.29715,-54.12314225
-2.30215,-54.49398443
-2.30715,-54.92427459
-2.31225,-55.22434536
-2.31715,-55.59094126
-2.32225,-55.84571833
-2.32715,-56.12455768
-2.33205,-56.39490446
-2.33735,-56.65534324
-2.34215,-56.94833687
-2.34725,-57.15923567
-2.35235,-57.38428875
-2.35725,-57.5428167
-2.36215,-57.7338995
-2.36715,-57.89242746
-2.37215,-58.06794055
-2.37725,-58.19249823
-2.38235,-58.39631989
-2.38715,-58.56334041
-2.39215,-58.70771408
-2.39715,-58.89171975
-2.40205,-59.07997169
-2.40695,-59.2866242
-2.41195,-59.43382873
-2.41675,-59.70417551
-2.42165,-59.8895966
-2.42645,-60.12738854
-2.43165,-60.35810333
-2.43665,-60.74734607
-2.44145,-60.95541401
-2.44635,-61.3418259
-2.45155,-61.61500354
-2.45655,-61.92356688
-2.46155,-62.22363765
-2.46665,-62.59872611
-2.47175,-63.06440198
-2.47665,-63.39136589
-2.48155,-63.70134466
-2.48655,-64.06652512
-2.49165,-64.49964614
-2.49665,-64.83085633
-2.50165,-65.22576079
-2.50685,-65.61924982
-2.51185,-65.93205945
-2.51685,-66.22222222
-2.52155,-66.58174098
-2.52685,-66.83651805
-2.53175,-67.20311394
-2.53675,-67.37296532
-2.54175,-67.59235669
-2.54685,-67.81174805
-2.55175,-67.92922859
-2.55685,-68.03113942
-2.56185,-68.0905874
-2.56685,-68.30290163
-2.57205,-68.24769993
-2.57695,-68.34961076
-2.58185,-68.36376504
-2.58695,-68.30856334
-2.59165,-68.31280962
-2.59685,-68.18259023
-2.60185,-68.13446568
-2.60695,-68.00283086
-2.61185,-67.90092003
-2.61685,-67.70559094
-2.62185,-67.61075725
-2.62685,-67.48195329
-2.63175,-67.34324133
-2.63675,-67.13941967
-2.64165,-66.94267516
-2.64665,-66.82661005
-2.65155,-66.61995754
-2.65665,-66.43595188
-2.66175,-66.19815994
-2.66675,-66.06369427
-2.67165,-65.7537155
-2.67645,-65.56404812
-2.68145,-65.37013447
-2.68655,-65.07289455
-2.69145,-64.83793347
-2.69635,-64.61146497
-2.70155,-64.37084218
-2.70625,-64.09907997
-2.70555,-61.68294409
-2.70055,-59.25548478
-2.69535,-57.22292994
-2.69025,-55.39844303
-2.68525,-53.79476292
-2.68045,-52.39631989
-2.67535,-51.0502477
-2.67025,-49.78768577
-2.66515,-48.75159236
-2.66025,-47.7537155
-2.65505,-46.79547063
-2.65015,-45.91790517
-2.64515,-45.13658882
-2.64015,-44.3920736
-2.63535,-43.66878981
-2.63025,-42.95824487
-2.62515,-42.31847134
-2.62025,-41.71974522
-2.61515,-41.17480538
-2.61015,-40.6128804
-2.60505,-40.06652512
-2.60015,-39.63481953
-2.59505,-39.10261854
-2.59015,-38.66100495
-2.58505,-38.23213022
-2.58015,-37.80042463
-2.57525,-37.35031847
-2.56995,-36.98938429
-2.56515,-36.63411182
-2.56005,-36.23354565
-2.55505,-35.92215145
-2.54995,-35.53857042
-2.54495,-35.20028309
-2.54005,-34.87756546
-2.53495,-34.6383581
-2.52985,-34.32271762
-2.52485,-34.03113942
-2.51975,-33.7636235
-2.51475,-33.54140127
-2.50995,-33.29511677
-2.50485,-33.06157113
-2.49995,-32.82802548
-2.49485,-32.57749469
-2.48995,-32.42745931
-2.48475,-32.29016277
-2.47995,-32.13446568
-2.47475,-31.9646143
-2.46975,-31.77494692
-2.46485,-31.67445152
-2.45965,-31.51875442
-2.45485,-31.3517339
-2.44985,-31.31351734
-2.44495,-31.21019108
-2.43985,-31.05732484
-2.43485,-30.96249115
-2.42995,-30.95399858
-2.42495,-30.87048832
-2.41995,-30.79547063
-2.41505,-30.73036093
-2.41015,-30.70629866
-2.40515,-30.57466384
-2.40025,-30.56192498
-2.39535,-30.492569
-2.39045,-30.45859873
-2.38535,-30.35810333
-2.38045,-30.35385704
-2.37555,-30.30290163
-2.37035,-30.25194621
-2.36555,-30.21939137
-2.36065,-30.16277424
-2.35565,-30.07077141
-2.35055,-29.97310686
-2.34555,-29.85987261
-2.34055,-29.86128804
-2.33545,-29.76220807
-2.33055,-29.59235669
-2.32565,-29.55838641
-2.32055,-29.42392074
-2.31545,-29.33474876
-2.31055,-29.1507431
-2.30565,-29.02618542
-2.30055,-28.87898089
-2.29555,-28.76999292
-2.29065,-28.61854211
-2.28565,-28.47275301
-2.28055,-28.30856334
-2.27565,-28.1457891
-2.27065,-28.01415428
-2.26555,-27.88110403
-2.26065,-27.74663836
-2.25575,-27.62349611
-2.25065,-27.507431
-2.24575,-27.35598018
-2.24095,-27.22859165
-2.23585,-27.14649682
-2.23085,-27.05874027
-2.22625,-26.95399858
-2.22095,-26.8138712
-2.21605,-26.72611465
-2.21105,-26.61995754
-2.20615,-26.49964614
-2.20125,-26.38499646
-2.19615,-26.28450106
-2.19135,-26.12172682
-2.18615,-25.98159943
-2.18125,-25.84288747
-2.17625,-25.61500354
-2.17115,-25.40127389
-2.16615,-25.21443737
-2.16115,-24.96532201
-2.15615,-24.65675867
-2.15105,-24.28733192
-2.14605,-23.9447983
-2.14105,-23.53007785
-2.13615,-23.004954
-2.13105,-22.54493984
-2.12605,-21.92639774
-2.12095,-21.17338995
-2.11635,-20.42321302
-2.11115,-19.60084926
-2.10605,-18.7133758
-2.10125,-17.72965322
-2.09605,-16.72894551
-2.09115,-15.64897381
-2.08625,-14.45293701
-2.08105,-13.31648974
-2.07625,-12.16150035
-2.07115,-11.08025478
-2.06605,-9.977353149
-2.06105,-8.944090587
-2.05615,-7.999716914
-2.05115,-7.053078556
-2.04595,-6.241896674
-2.04085,-5.540976645
-2.03595,-4.850955414
-2.03085,-4.275442321
-2.02585,-3.682377919
-2.02085,-3.202972399
-2.01595,-2.778768577
-2.01075,-2.398301486
-2.00585,-2.12866242
-2.00085,-1.824911536
-1.99575,-1.585845718
-1.99085,-1.36836518
-1.98575,-1.166864827
-1.98075,-0.984019816
-1.97565,-0.895909413
-1.97075,-0.77054494
-1.96575,-0.69665959
-1.96075,-0.628803963
-1.95585,-0.528152866
-1.95065,-0.515215853
-1.94575,-0.459617834
-1.94065,-0.435796178
-1.93555,-0.43004954
-1.93055,-0.429285209
-1.92555,-0.419490446
-1.92055,-0.426638358
-1.91555,-0.362505308
-1.91055,-0.36472753
-1.90535,-0.432951168
-1.90035,-0.392823779
-1.89525,-0.406496815
-1.89045,-0.361613588
-1.88535,-0.375116773
-1.88025,-0.398598726
-1.87535,-0.411875442
-1.87045,-0.418428875
-1.86555,-0.40413305
-1.86045,-0.375343241
-1.85525,-0.41153574
-1.85035,-0.405392781
-1.84545,-0.384104742
-1.84035,-0.352696391
-1.83555,-0.362689314
-1.83035,-0.393913659
-1.82545,-0.337409766
-1.82025,-0.334210899
-1.81525,-0.35153574
-1.81015,-0.312696391
-1.80535,-0.32079264
-1.80035,-0.266978061
-1.79515,-0.300580326
-1.79015,-0.266638358
-1.78515,-0.294125973
-1.78025,-0.253998585
-1.77505,-0.230460014
-1.77035,-0.208138712
-1.76535,-0.156220807
-1.76035,-0.087079972
-1.75535,-0.021418259
-1.75055,-0.020653928
-1.74555,0.041116773
-1.74055,0.14601557
-1.73555,0.281783439
-1.73085,0.347586695
-1.72565,0.409667374
-1.72065,0.548945506
-1.71565,0.674564756
-1.71065,0.843467799
-1.70565,1.112512385
-1.70065,1.350828025
-1.69555,1.672045294
-1.69055,2.034536447
-1.68545,2.344373673
-1.68055,2.718471338
-1.67555,3.176928521
-1.67075,3.639631989
-1.66555,4.153007785
-1.66065,4.54621373
-1.65545,5.013871196
-1.65035,5.501061571
-1.64545,5.870771408
-1.64035,6.177494692
-1.63525,6.53871196
-1.63025,6.705166313
-1.62515,6.860438783
-1.62005,6.908987969
-1.61505,6.961783439
-1.61005,6.930077849
-1.60505,6.806227884
-1.59995,6.754564756
-1.59505,6.617409766
-1.58995,6.439065817
-1.58505,6.231564048
-1.57995,6.094550602
-1.57505,5.906440198
-1.56995,5.748053786
-1.56485,5.545506016
-1.55985,5.402406228
-1.55475,5.207077141
-1.54985,5.116914367
-1.54455,4.943949045
-1.53975,4.809341826
-1.53475,4.683651805
-1.52955,4.536588818
-1.52465,4.440764331
-1.51955,4.310828025
-1.51455,4.243595188
-1.50935,4.152016985
-1.50435,4.060580326
-1.49915,3.993064402
-1.49435,3.949327672
-1.48935,3.838924275
-1.48425,3.798584572
-1.47955,3.730360934
-1.47445,3.672328379
-1.46935,3.627459306
-1.46465,3.609624912
-1.45955,3.603397028
-1.45455,3.598726115
-1.44955,3.513658882
-1.44475,3.521443737
-1.43965,3.520452937
-1.43455,3.479263977
-1.42965,3.504317056
-1.42465,3.531493277
-1.41965,3.498655343
-1.41465,3.548195329
-1.40965,3.557961783
-1.40462,3.572682236
-1.39942,3.539278132
-1.39453,3.55881104
-1.38937,3.511960368
-1.38451,3.511818825
-1.37945,3.497947629
-1.3744,3.51606511
-1.36943,3.493276716
-1.36434,3.46128804
-1.35945,3.446142958
-1.35439,3.387119604
-1.34924,3.380325548
-1.34436,3.374522293
-1.33917,3.340410474
-1.33408,3.284642604
-1.32918,3.286907289
-1.324,3.245576787
-1.31908,3.206794055
-1.31414,3.223213022
-1.30904,3.185562633
-1.30402,3.163623496
-1.299,3.168294409
-1.29398,3.124699222
-1.28908,3.113517339
-1.28399,3.152158528
-1.27913,3.131917905
-1.27396,3.120736023
-1.26899,3.099646143
-1.26401,3.132200991
